ID,TAXONOMY
116602,2080P0206X
116603,2084P0800X
116604,
116605,207R00000X
116606,
116607,207Q00000X
116608,
116609,
116610,2084N0400X
116611,
116612,
116613,
116614,
116615,
116616,207RP1001X
116617,2084N0400X
116618,
116619,
116620,2084P0800X
116621,207Y00000X
116622,2084P0800X
116623,
116624,2084P0800X
116625,
116626,
116627,2084P0800X
116628,
116629,
116630,
116631,
116632,
116633,207Q00000X
116634,
116635,
116636,
116637,
116638,207RI0011X
116639,2084P0800X
116640,
116641,
116642,
116643,
116644,
116645,2084P0800X
116646,207Q00000X
116647,
116648,
116649,
116650,
116651,
116652,207Q00000X
116653,2084S0012X
116654,
116655,
116656,
116657,
116658,2084P0800X
116659,
116660,
116661,
116662,
116663,
116664,
116665,207RG0100X
116666,
116667,207Q00000X
116668,
116669,2084N0400X
116670,
116671,207VG0400X
116672,
116673,
116674,
116675,
116676,2081P2900X
116677,208000000X
116678,
116679,
116680,
116681,
116682,207R00000X
116683,
116684,
116685,207T00000X
116686,
116687,363LA2200X
116688,
116689,
116690,2084N0400X
116691,
116692,2084P0805X
116693,
116694,2084N0400X
116695,
116696,
116697,
116698,
116699,
116700,2084P0800X
116701,
116702,2084N0400X
116703,
116704,2084N0400X
116705,
116706,
116707,2083X0100X
116708,
116709,207RP1001X
116710,
116711,
116712,207Q00000X
116713,
116714,2084N0400X
116715,
116716,208000000X
116717,
116718,207Q00000X
116719,
116720,
116721,2085R0001X
116722,
116723,208000000X
116724,
116725,
116726,
116727,
116728,
116729,
116730,
116731,
116732,
116733,2084P0800X
116734,2084P0800X
116735,
116736,
116737,
116738,207R00000X
116739,
116740,207R00000X
116741,
116742,
116743,
116744,2084N0400X
116745,
116746,
116747,2084N0400X
116748,
116749,
116750,
116751,
116752,
116753,
116754,207Q00000X
116755,
116756,
116757,
116758,
116759,2084P0804X
116760,
116761,
116762,207Q00000X
116763,
116764,
116765,
116766,2084N0400X
116767,
116768,
116769,
116770,
116771,
116772,
116773,2084P0800X
116774,
116775,
116776,
116777,
116778,
116779,
116780,207P00000X
116781,207N00000X
116782,
116783,
116784,207RI0011X
116785,
116786,
116787,
116788,
116789,
116790,
116791,
116792,
116793,
116794,2084P0800X
116795,
116796,
116797,207Q00000X
116798,
116799,207R00000X
116800,
116801,207Q00000X
116802,2084N0400X
116803,
116804,207R00000X
116805,2084P0800X
116806,2084P0800X
116807,
116808,
116809,174400000X
116810,
116811,207R00000X
116812,
116813,
116814,
116815,2084P0800X
116816,
116817,
116818,
116819,
116820,2084P0800X
116821,
116822,
116823,
116824,
116825,
116826,
116827,
116828,
116829,2084N0400X
116830,
116831,
116832,
116833,
116834,
116835,207RG0100X
116836,
116837,
116838,
116839,
116840,
116841,
116842,
116843,207Q00000X
116844,207Q00000X
116845,
116846,2084N0400X
116847,
116848,
116849,
116850,122300000X
116851,
116852,
116853,
116854,
116855,
116856,2084P0800X
116857,
116858,
116859,2084N0400X
116860,
116861,2084V0102X
116862,207RG0100X
116863,207RG0300X
116864,
116865,2084N0400X
116866,
116867,
116868,
116869,207R00000X
116870,
116871,
116872,207P00000X
116873,
116874,
116875,
116876,
116877,207Q00000X
116878,2084N0400X
116879,
116880,
116881,2084N0400X
116882,
116883,
116884,
116885,
116886,
116887,
116888,
116889,
116890,207RG0100X
116891,
116892,
116893,
116894,
116895,207R00000X
116896,
116897,2080P0207X
116898,2084V0102X
116899,
116900,
116901,
116902,
116903,2084N0400X
116904,
116905,
116906,
116907,2084N0400X
116908,
116909,
116910,363LF0000X
116911,207QG0300X
116912,2084N0400X
116913,
116914,207Q00000X
116915,
116916,
116917,
116918,2084P0800X
116919,
116920,2084N0400X
116921,207Q00000X
116922,
116923,207N00000X
116924,
116925,
116926,
116927,
116928,
116929,
116930,
116931,
116932,
116933,
116934,
116935,
116936,2084P0800X
116937,
116938,
116939,
116940,
116941,
116942,
116943,208000000X
116944,207Q00000X
116945,
116946,
116947,207R00000X
116948,
116949,
116950,
116951,
116952,2084P0800X
116953,
116954,2084N0400X
116955,207Q00000X
116956,
116957,
116958,
116959,
116960,2084P0800X
116961,207P00000X
116962,
116963,2084N0400X
116964,207Q00000X
116965,
116966,
116967,
116968,
116969,2084N0402X
116970,
116971,207T00000X
116972,207R00000X
116973,
116974,208800000X
116975,
116976,2084N0402X
116977,
116978,
116979,
116980,
116981,
116982,
116983,2084P0800X
116984,207VX0000X
116985,363AM0700X
116986,207R00000X
116987,
116988,208000000X
116989,
116990,
116991,2084N0400X
116992,207Q00000X
116993,
116994,207Q00000X
116995,
116996,
116997,2084P0800X
116998,
116999,
117000,363LP0200X
117001,
117002,
117003,208000000X
117004,
117005,
117006,
117007,
117008,
117009,
117010,
117011,2084N0400X
117012,
117013,
117014,
117015,
117016,
117017,
117018,
117019,207QS0010X
117020,
117021,103TC0700X
117022,
117023,2084P0804X
117024,
117025,
117026,2084P0800X
117027,
117028,
117029,
117030,
117031,
117032,
117033,
117034,
117035,
117036,
117037,
117038,
117039,
117040,
117041,
117042,
117043,
117044,
117045,
117046,207N00000X
117047,
117048,
117049,
117050,
117051,
117052,
117053,207K00000X
117054,
117055,
117056,
117057,207R00000X
117058,
117059,
117060,
117061,
117062,
117063,
117064,
117065,2084V0102X
117066,2085R0001X
117067,
117068,
117069,
117070,
117071,
117072,
117073,
117074,
117075,
117076,
117077,207Q00000X
117078,2084N0400X
117079,
117080,207R00000X
117081,
117082,
117083,
117084,
117085,
117086,
117087,
117088,
117089,
117090,
117091,
117092,2084P0800X
117093,
117094,
117095,2084P0800X
117096,
117097,
117098,
117099,
117100,2084N0008X
117101,
117102,
117103,
117104,2080P0207X
117105,
117106,
117107,2084P0800X
117108,
117109,207R00000X
117110,2084N0400X
117111,
117112,2084P0800X
117113,
117114,
117115,
117116,2084N0400X
117117,
117118,
117119,
117120,
117121,
117122,
117123,
117124,
117125,
117126,2084N0400X
117127,
117128,2084P0800X
117129,
117130,
117131,
117132,
117133,
117134,
117135,
117136,207Q00000X
117137,2084N0400X
117138,207Q00000X
117139,
117140,
117141,
117142,
117143,2084N0400X
117144,208100000X
117145,
117146,
117147,
117148,2084N0400X
117149,
117150,
117151,
117152,
117153,
117154,
117155,
117156,
117157,
117158,2084P0800X
117159,207R00000X
117160,
117161,
117162,
117163,
117164,
117165,
117166,
117167,
117168,
117169,2084N0400X
117170,
117171,
117172,2084N0400X
117173,
117174,
117175,207Q00000X
117176,2084P0800X
117177,207Q00000X
117178,
117179,
117180,
117181,207N00000X
117182,
117183,
117184,
117185,207RP1001X
117186,
117187,
117188,
117189,207Q00000X
117190,
117191,208000000X
117192,
117193,
117194,
117195,
117196,
117197,
117198,
117199,
117200,
117201,
117202,
117203,
117204,
117205,
117206,
117207,
117208,
117209,
117210,207Q00000X
117211,
117212,2084N0400X
117213,
117214,
117215,
117216,
117217,
117218,
117219,
117220,2084N0400X
117221,
117222,207P00000X
117223,
117224,207RG0100X
117225,
117226,
117227,207Q00000X
117228,
117229,
117230,
117231,
117232,
117233,207R00000X
117234,207Q00000X
117235,363LC1500X
117236,207Q00000X
117237,2084N0400X
117238,207Q00000X
117239,207Q00000X
117240,
117241,
117242,207R00000X
117243,
117244,
117245,
117246,
117247,
117248,208000000X
117249,
117250,
117251,2084N0400X
117252,
117253,
117254,
117255,
117256,2084N0400X
117257,
117258,
117259,207Y00000X
117260,207N00000X
117261,
117262,
117263,
117264,2084P0800X
117265,207P00000X
117266,
117267,
117268,
117269,
117270,
117271,207Q00000X
117272,
117273,
117274,2084N0400X
117275,
117276,
117277,
117278,
117279,
117280,2084N0400X
117281,
117282,
117283,
117284,
117285,207R00000X
117286,
117287,
117288,
117289,
117290,
117291,207Q00000X
117292,
117293,
117294,
117295,207Q00000X
117296,
117297,
117298,364SF0001X
117299,
117300,
117301,2084P0800X
117302,2084P0800X
117303,2084N0400X
117304,
117305,
117306,
117307,
117308,
117309,
117310,
117311,
117312,
117313,
117314,
117315,207RE0101X
117316,
117317,
117318,
117319,
117320,
117321,
117322,207Q00000X
117323,
117324,
117325,
117326,2084P0800X
117327,
117328,2084P0800X
117329,
117330,
117331,
117332,
117333,207Q00000X
117334,
117335,
117336,
117337,
117338,
117339,
117340,
117341,
117342,
117343,
117344,
117345,
117346,
117347,
117348,207RG0100X
117349,
117350,
117351,
117352,
117353,
117354,2084P0800X
117355,2084P0800X
117356,207R00000X
117357,
117358,
117359,
117360,
117361,
117362,
117363,
117364,2084N0400X
117365,
117366,
117367,
117368,
117369,
117370,
117371,
117372,2084P0800X
117373,
117374,
117375,
117376,
117377,208000000X
117378,
117379,
117380,
117381,
117382,207Q00000X
117383,
117384,
117385,
117386,
117387,207Q00000X
117388,207Q00000X
117389,
117390,
117391,
117392,
117393,
117394,
117395,
117396,
117397,2084P0800X
117398,
117399,2085R0001X
117400,
117401,
117402,
117403,
117404,207RH0003X
117405,
117406,
117407,
117408,
117409,
117410,
117411,
117412,
117413,207Q00000X
117414,
117415,
117416,
117417,
117418,
117419,
117420,2084P0800X
117421,
117422,
117423,
117424,207RH0003X
117425,
117426,
117427,
117428,208000000X
117429,2084N0400X
117430,
117431,
117432,
117433,
117434,
117435,
117436,
117437,
117438,
117439,
117440,
117441,
117442,
117443,
117444,
117445,207Q00000X
117446,2080P0206X
117447,
117448,
117449,2084V0102X
117450,2084N0400X
117451,
117452,
117453,
117454,207R00000X
117455,207R00000X
117456,
117457,2084N0600X
117458,
117459,
117460,
117461,
117462,207R00000X
117463,2084N0400X
117464,
117465,2084P0800X
117466,
117467,
117468,
117469,207Q00000X
117470,
117471,
117472,
117473,
117474,2084N0400X
117475,207RE0101X
117476,
117477,
117478,
117479,2084P0800X
117480,
117481,
117482,
117483,
117484,
117485,2084P0800X
117486,
117487,
117488,
117489,
117490,
117491,
117492,
117493,
117494,
117495,
117496,
117497,
117498,
117499,2084P0804X
117500,
117501,207R00000X
117502,
117503,2084N0400X
117504,
117505,
117506,
117507,2084P0800X
117508,
117509,
117510,207RH0003X
117511,
117512,
117513,
117514,
117515,
117516,
117517,
117518,
117519,
117520,
117521,
117522,
117523,
117524,
117525,
117526,
117527,
117528,207RG0100X
117529,
117530,
117531,
117532,
117533,2084P0800X
117534,
117535,
117536,
117537,207Q00000X
117538,
117539,
117540,
117541,
117542,207Q00000X
117543,
117544,
117545,2084P0800X
117546,
117547,
117548,
117549,
117550,
117551,
117552,
117553,207KA0200X
117554,2084P0800X
117555,2084N0402X
117556,
117557,
117558,2084P0800X
117559,207UN0901X
117560,2084P0800X
117561,
117562,
117563,
117564,2084N0400X
117565,
117566,
117567,
117568,
117569,207R00000X
117570,
117571,2084N0400X
117572,
117573,
117574,
117575,
117576,207Q00000X
117577,
117578,
117579,
117580,
117581,207R00000X
117582,
117583,207Q00000X
117584,
117585,2084P0800X
117586,
117587,
117588,
117589,
117590,
117591,2084P0800X
117592,2084N0400X
117593,
117594,
117595,207Q00000X
117596,
117597,
117598,
117599,
117600,
117601,207Q00000X
117602,
117603,
117604,2084N0400X
117605,
117606,
117607,
117608,
117609,
117610,
117611,
117612,2084P0800X
117613,
117614,
117615,
117616,
117617,
117618,2080P0008X
117619,
117620,
117621,2084P0800X
117622,
117623,2084P0800X
117624,
117625,
117626,2084N0400X
117627,2084P0800X
117628,
117629,
117630,
117631,
117632,
117633,
117634,
117635,
117636,
117637,
117638,207Q00000X
117639,
117640,2084N0400X
117641,
117642,
117643,207Q00000X
117644,
117645,
117646,207R00000X
117647,207Q00000X
117648,
117649,207R00000X
117650,
117651,
117652,
117653,
117654,
117655,
117656,
117657,
117658,
117659,
117660,2084P0800X
117661,
117662,208000000X
117663,2084N0400X
117664,2080P0202X
117665,208D00000X
117666,
117667,
117668,2084P0800X
117669,2084N0400X
117670,
117671,
117672,
117673,207Q00000X
117674,
117675,2084P0800X
117676,
117677,
117678,
117679,
117680,
117681,
117682,2084P0800X
117683,207Q00000X
117684,
117685,
117686,2084N0400X
117687,
117688,
117689,2084N0402X
117690,
117691,
117692,2084P0800X
117693,
117694,
117695,
117696,2084P0800X
117697,207R00000X
117698,
117699,
117700,
117701,2084P0800X
117702,207R00000X
117703,2084P0800X
117704,
117705,
117706,
117707,2084P0800X
117708,
117709,
117710,
117711,
117712,
117713,207Q00000X
117714,
117715,
117716,
117717,
117718,
117719,
117720,
117721,207Q00000X
117722,
117723,
117724,
117725,
117726,
117727,2084P0800X
117728,
117729,207RR0500X
117730,2084N0400X
117731,
117732,
117733,174400000X
117734,207PE0005X
117735,
117736,
117737,
117738,
117739,
117740,
117741,
117742,
117743,207Q00000X
117744,2084N0400X
117745,207RP1001X
117746,
117747,
117748,
117749,
117750,207R00000X
117751,
117752,
117753,
117754,
117755,
117756,
117757,207T00000X
117758,
117759,208D00000X
117760,
117761,
117762,
117763,
117764,
117765,
117766,
117767,
117768,
117769,
117770,2084P0800X
117771,207R00000X
117772,
117773,207R00000X
117774,207Q00000X
117775,
117776,
117777,
117778,
117779,
117780,
117781,2084P0804X
117782,2084N0400X
117783,2084N0400X
117784,
117785,
117786,
117787,
117788,
117789,
117790,207P00000X
117791,
117792,
117793,2084N0400X
117794,
117795,
117796,207RP1001X
117797,
117798,
117799,
117800,
117801,
117802,207P00000X
117803,
117804,2084P0800X
117805,
117806,
117807,
117808,
117809,
117810,
117811,
117812,
117813,2084N0400X
117814,
117815,
117816,207R00000X
117817,174400000X
117818,
117819,
117820,2084N0400X
117821,
117822,
117823,207RG0100X
117824,2084P0800X
117825,
117826,
117827,207Q00000X
117828,
117829,
117830,207RR0500X
117831,
117832,
117833,
117834,
117835,
117836,
117837,
117838,
117839,207Q00000X
117840,
117841,
117842,
117843,
117844,
117845,2084N0400X
117846,
117847,
117848,
117849,207RC0200X
117850,
117851,
117852,
117853,
117854,
117855,
117856,
117857,
117858,
117859,
117860,
117861,
117862,
117863,207Q00000X
117864,
117865,
117866,
117867,
117868,2084P0800X
117869,
117870,
117871,
117872,
117873,
117874,
117875,
117876,
117877,
117878,207RC0000X
117879,
117880,
117881,207R00000X
117882,
117883,
117884,
117885,
117886,
117887,
117888,207Q00000X
117889,
117890,
117891,
117892,
117893,207Q00000X
117894,
117895,
117896,
117897,
117898,
117899,
117900,
117901,2084P0800X
117902,
117903,
117904,207RP1001X
117905,
117906,
117907,2084P0800X
117908,207Q00000X
117909,
117910,
117911,
117912,
117913,
117914,
117915,
117916,
117917,
117918,
117919,207L00000X
117920,208VP0014X
117921,
117922,
117923,207ZP0105X
117924,
117925,2084P0800X
117926,
117927,
117928,207N00000X
117929,
117930,2080P0207X
117931,
117932,
117933,
117934,207W00000X
117935,207RG0300X
117936,
117937,
117938,2084P0800X
117939,
117940,207R00000X
117941,
117942,
117943,
117944,
117945,
117946,
117947,
117948,
117949,207Q00000X
117950,
117951,2084N0400X
117952,
117953,
117954,
117955,2084N0400X
117956,
117957,2084P0800X
117958,
117959,
117960,
117961,207V00000X
117962,
117963,
117964,
117965,2084P0800X
117966,
117967,207Q00000X
117968,
117969,
117970,
117971,
117972,
117973,363AM0700X
117974,
117975,
117976,
117977,207ZP0105X
117978,2084N0400X
117979,207Q00000X
117980,
117981,2084N0400X
117982,2084N0400X
117983,2084N0400X
117984,
117985,2084P0800X
117986,
117987,2084N0400X
117988,
117989,208000000X
117990,
117991,2084P0800X
117992,
117993,
117994,
117995,
117996,2084N0400X
117997,364SP0808X
117998,
117999,
118000,
118001,207R00000X
118002,2084N0400X
118003,
118004,
118005,207R00000X
118006,
118007,
118008,207RH0003X
118009,
118010,207Q00000X
118011,2084P0800X
118012,2084N0400X
118013,
118014,
